-17989.3682418019,2.83117516315858e-14
-17985.618112921,6.85652885125015e-14
-17981.86798404,1.14525379743574e-13
-17978.1178551591,9.45119927463989e-14
-17974.3677262782,8.85863474666502e-14
-17970.6175973972,1.1270112419611e-13
-17966.8674685163,1.3598865934282e-13
-17963.1173396354,1.33841204261093e-13
-17959.3672107545,1.14304893408906e-13
-17955.6170818735,9.31429826173237e-14
-17951.8669529926,6.44466231017772e-14
-17948.1168241117,9.26983435314223e-14
-17944.3666952308,1.53222592627614e-13
-17940.6165663498,1.61978024272207e-13
-17936.8664374689,1.46054116515868e-13
-17933.116308588,1.32323513008546e-13
-17929.3661797071,1.361548899835e-13
-17925.6160508261,1.5357405606748e-13
-17921.8659219452,1.39303252731269e-13
-17918.1157930643,1.27568696678615e-13
-17914.3656641834,1.28466316948294e-13
-17910.6155353024,1.06140218813261e-13
-17906.8654064215,9.49046997536478e-14
-17903.1152775406,8.97553090953146e-14
-17899.3651486597,9.52254564039261e-14
-17895.6150197787,1.21241152448155e-13
-17891.8648908978,1.16616870561999e-13
-17888.1147620169,8.97571006464296e-14
-17884.364633136,7.15443336806759e-14
-17880.614504255,6.63589705769788e-14
-17876.8643753741,8.09636130994758e-14
-17873.1142464932,9.66773486704379e-14
-17869.3641176122,8.22780523554804e-14
-17865.6139887313,7.90393015070708e-14
-17861.8638598504,8.27365676731071e-14
-17858.1137309695,8.10252089328337e-14
-17854.3636020885,7.21653422666166e-14
-17850.6134732076,7.60565167249187e-14
-17846.8633443267,7.89612077819229e-14
-17843.1132154458,9.84146374544692e-14
-17839.3630865648,1.10224499507697e-13
-17835.6129576839,1.08390021252848e-13
-17831.862828803,8.09568273673858e-14
-17828.1126999221,7.33686627765157e-14
-17824.3625710411,9.65997992717939e-14
-17820.6124421602,9.93705469910149e-14
-17816.8623132793,8.51673522103178e-14
-17813.1121843984,7.84915794892014e-14
-17809.3620555174,6.96252068063072e-14
-17805.6119266365,4.33273704217627e-14
-17801.8617977556,4.75208269875374e-14
-17798.1116688747,4.47348532671407e-14
-17794.3615399937,4.85574658966614e-14
-17790.6114111128,6.48258884060935e-14
-17786.8612822319,6.85037735050078e-14
-17783.111153351,8.32478026485248e-14
-17779.36102447,1.02591028019414e-13
-17775.6108955891,8.89157289359738e-14
-17771.8607667082,1.0523241363436e-13
-17768.1106378272,1.08837974912698e-13
-17764.3605089463,8.39313187013348e-14
