-22600.9295914113,1.9417763782623e-12
-22598.0895650741,2.00481582903608e-12
-22595.2495387369,2.00235543613337e-12
-22592.4095123997,1.99242709986706e-12
-22589.5694860625,1.73820086594718e-12
-22586.7294597253,1.29522397223806e-12
-22583.8894333881,9.80065822321645e-13
-22581.0494070509,1.30577971284707e-12
-22578.2093807137,1.1530088778015e-12
-22575.3693543765,1.20285643108756e-12
-22572.5293280393,1.13226631529534e-12
-22569.6893017021,8.65587586351872e-13
-22566.8492753649,1.13813216256552e-12
-22564.0092490277,1.26494517076007e-12
-22561.1692226905,1.34257704178105e-12
-22558.3291963533,1.53269051685242e-12
-22555.4891700161,1.47948340698976e-12
-22552.6491436789,1.25806602165982e-12
-22549.8091173417,1.5096393704241e-12
-22546.9690910045,1.83862169690226e-12
-22544.1290646673,1.85344786460586e-12
-22541.2890383301,1.93787521534998e-12
-22538.4490119929,1.8649527054203e-12
-22535.6089856557,1.62672982784533e-12
-22532.7689593185,1.58621734704898e-12
-22529.9289329813,1.73669073872492e-12
-22527.0889066441,1.69963242838355e-12
-22524.248880307,1.53976879622079e-12
-22521.4088539698,1.36168738083479e-12
-22518.5688276326,7.0686934948269e-13
-22515.7288012954,1.7619399621781e-12
-22512.8887749582,2.34706541557625e-12
-22510.048748621,2.38570994303182e-12
-22507.2087222838,2.42433905062598e-12
-22504.3686959466,2.13477302118428e-12
-22501.5286696094,1.2734180115339e-12
-22498.6886432722,1.20154861659864e-12
-22495.848616935,1.52154081107629e-12
-22493.0085905978,1.56569166552885e-12
-22490.1685642606,1.65689295099809e-12
-22487.3285379234,1.54626549524583e-12
-22484.4885115862,1.21325685462881e-12
-22481.648485249,1.415654586148e-12
-22478.8084589118,1.29474415727155e-12
-22475.9684325746,1.3504270116754e-12
-22473.1284062374,1.7772553846216e-12
-22470.2883799002,1.55955272395296e-12
-22467.448353563,1.55552283785152e-12
-22464.6083272258,2.00848882559884e-12
-22461.7683008886,1.97957831029653e-12
-22458.9282745514,2.01713343992704e-12
-22456.0882482142,2.01991637738241e-12
-22453.248221877,1.83820978931341e-12
-22450.4081955398,1.2199730210859e-12
-22447.5681692026,2.44415562443518e-12
-22444.7281428654,2.63701634954331e-12
-22441.8881165282,2.60913954104179e-12
-22439.048090191,2.62616247624411e-12
-22436.2080638539,1.85895904781366e-12
-22433.3680375167,1.41433983266828e-12
-22430.5280111795,1.64202780713561e-12
-22427.6879848423,1.76282548944799e-12
-22424.8479585051,1.89774359555948e-12
-22422.0079321679,1.91398766946084e-12
-22419.1679058307,2.07728569570463e-12
-22416.3278794935,2.0416114712685e-12
-22413.4878531563,1.93065988047853e-12
-22410.6478268191,1.80681060703004e-12
-22407.8078004819,1.66921414558475e-12
-22404.9677741447,9.29303568714563e-13
-22402.1277478075,1.04252675196473e-12
-22399.2877214703,1.21871470418388e-12
-22396.4476951331,1.08343843011213e-12
-22393.6076687959,1.43324038414606e-12
-22390.7676424587,1.40507571330796e-12
-22387.9276161215,1.44519680528532e-12
-22385.0875897843,1.52712446311036e-12
-22382.2475634471,1.31940882064033e-12
-22379.4075371099,1.22208105094804e-12
-22376.5675107727,1.38926080482491e-12
-22373.7274844355,1.19677050741288e-12
-22370.8874580983,1.32126663528361e-12
-22368.0474317611,1.72866786334692e-12
-22365.2074054239,1.77285242177183e-12
-22362.3673790867,1.79310637843329e-12
-22359.5273527495,1.83137567419865e-12
-22356.6873264123,1.82758035176979e-12
-22353.8473000751,1.46330134461054e-12
-22351.007273738,1.64168436351382e-12
-22348.1672474008,1.83371341612227e-12
-22345.3272210636,1.6341921826203e-12
-22342.4871947264,1.60035990634e-12
-22339.6471683892,1.52398059275388e-12
-22336.807142052,1.50370054361814e-12
-22333.9671157148,1.40512829862178e-12
-22331.1270893776,1.37003091317638e-12
-22328.2870630404,1.53900792122354e-12
-22325.4470367032,1.72679351701272e-12
-22322.607010366,1.6163363814225e-12
-22319.7669840288,1.53842946703514e-12
-22316.9269576916,1.56841667728737e-12
-22314.0869313544,1.15595017384172e-12
-22311.2469050172,7.62566832356439e-13
-22308.40687868,7.97997652789979e-13
-22305.5668523428,1.1245948886674e-12
-22302.7268260056,1.10573244695144e-12
-22299.8867996684,1.12507869062664e-12
-22297.0467733312,1.16760635559137e-12
-22294.206746994,1.09180578766797e-12
-22291.3667206568,9.68704466182793e-13
-22288.5266943196,1.08637219139146e-12
-22285.6866679824,1.01179118921307e-12
