442.8599217,-0.00274895338144315,442.8599217,-0.00250418888585432,442.8599217,-0.00464289665481614,442.8599217,-0.00260498757295652,442.8599217,-0.00385954831527558,442.8599217,-0.00189758369505139,442.8599217,-0.00410667407301154,442.8599217,-0.0039224061534978
443.2403982126,-0.00254812494130617,443.2403982126,-0.00236818223361613,443.2403982126,-0.00489093872962419,443.2403982126,-0.00261788935742411,443.2403982126,-0.00372700060541597,443.2403982126,-0.00189758369505139,443.2403982126,-0.00396766469316809,443.2403982126,-0.00353872797491923
443.6208270704,-0.00232721365715549,443.6208270704,-0.00199682493967883,443.6208270704,-0.00360111994062234,443.6208270704,-0.00212504119076209,443.6208270704,-0.00234850442287609,443.6208270704,-0.00205722744759874,443.6208270704,-0.00340235988180472,443.6208270704,-0.0030461347004861
444.0012082734,-0.00189363939978834,444.0012082734,-0.00163746326351656,444.0012082734,-0.00262312547423632,444.0012082734,-0.00169264709989108,444.0012082734,-0.00198494499011831,444.0012082734,-0.00212564619869046,444.0012082734,-0.00278939471163788,444.0012082734,-0.00247963475386595
444.3815418216,-0.00159418985065552,444.3815418216,-0.00138065567171278,444.3815418216,-0.00199711452353029,444.3815418216,-0.00141372280711552,444.3815418216,-0.0015178721077559,444.3815418216,-0.00163151077413915,444.3815418216,-0.00229955213504667,444.3815418216,-0.00198338740154159
444.761827715,-0.00125643292860697,444.761827715,-0.00105918540278616,444.761827715,-0.00126050472561548,444.761827715,-0.00102862408891619,444.761827715,-0.000750702029477582,444.761827715,-0.0012807782874821,444.761827715,-0.00180248829197009,444.761827715,-0.00156295412863194
445.1420659536,-0.000924118035967717,445.1420659536,-0.000812065988442776,445.1420659536,-0.000807784575091695,445.1420659536,-0.000756062614254682,445.1420659536,-0.00037252394819983,445.1420659536,-0.0010072627673835,445.1420659536,-0.00137638727916324,445.1420659536,-0.00124189520613314
445.5222565374,-0.000692972225540829,445.5222565374,-0.000655681081956192,445.5222565374,-0.000128530893309654,445.5222565374,-0.000481353849590878,445.5222565374,-0.000148212439206653,445.5222565374,-0.000540611798398953,445.5222565374,-0.00113187334436168,445.5222565374,-0.000959420477636211
445.9023994664,-0.000536148840669159,445.9023994664,-0.000534005565452567,445.9023994664,-0.000134367177422784,445.9023994664,-0.000321371722192737,445.9023994664,-0.000117024742769099,445.9023994664,-0.000254192124711068,445.9023994664,-0.000882201595466386,445.9023994664,-0.00075105483302675
446.2824947406,-0.00046585111462276,446.2824947406,-0.000441680683606131,446.2824947406,-9.98102320160901e-05,446.2824947406,-0.00021544128130093,446.2824947406,-8.68853409128009e-06,446.2824947406,-0.000154105871179064,446.2824947406,-0.000746061346269857,446.2824947406,-0.000633456877363349
446.66254236,-0.000387426098760998,446.66254236,-0.000392284347994288,446.66254236,-0.000319877636733006,446.66254236,-0.000100198274176876,446.66254236,-1.56647293470487e-05,446.66254236,-5.40784573022806e-05,446.66254236,-0.000664537048316555,446.66254236,-0.000505548641502025
447.0425423246,-0.000261908323675386,447.0425423246,-0.000268104361168118,447.0425423246,-0.000145785994165866,447.0425423246,3.61920187662395e-05,447.0425423246,0.000173689141880958,447.0425423246,-3.50732486656918e-05,447.0425423246,-0.000430648250484716,447.0425423246,-0.000292492325747566
447.4224946344,-0.000105907660354698,447.4224946344,-0.000131252947114788,447.4224946344,-8.88441613403658e-05,447.4224946344,0.000170739199642556,447.4224946344,0.000400913787354565,447.4224946344,9.79632117904297e-05,447.4224946344,-0.000214411437394902,447.4224946344,-8.47403166094015e-05
447.8023992894,3.47211507704952e-06,447.8023992894,-1.97443875157783e-05,447.8023992894,9.74629970710131e-05,447.8023992894,0.000320031277053262,447.8023992894,0.000609203045705372,447.8023992894,0.000211994463609962,447.8023992894,-2.46526014181278e-05,447.8023992894,7.08526774685436e-05
448.1822562896,0.0001164381126541,448.1822562896,5.96632231077589e-05,448.1822562896,0.00028373214137131,448.1822562896,0.000401128207992412,448.1822562896,0.000684944594196574,448.1822562896,0.000383041341339262,448.1822562896,9.89112917760512e-05,448.1822562896,0.000223793518238341
448.562065635,0.000238369665594408,448.562065635,0.000134002262840432,448.562065635,0.000301942126841089,448.562065635,0.000500656259599549,448.562065635,0.000760686142687777,448.562065635,0.000535083010431972,448.562065635,0.000257779154454282,448.562065635,0.000368777899083698
448.9418273256,0.000286783664556001,448.9418273256,0.000200738446236809,448.9418273256,0.000662003203175353,448.9418273256,0.000576223854338302,448.9418273256,0.000912169239670182,448.9418273256,0.00072513509679786,448.9418273256,0.000365897560999189,448.9418273256,0.000462487315971552
449.3215413614,0.000376439218188581,449.3215413614,0.000262406058742322,449.3215413614,0.000878039848975912,449.3215413614,0.000662850121477848,449.3215413614,0.00108258772377539,449.3215413614,0.000896181974527159,449.3215413614,0.000496080948471627,449.3215413614,0.000561501039475699
449.7012077424,0.000451749883239948,449.7012077424,0.000332521289399275,449.7012077424,0.00109407649477647,449.7012077424,0.000743947052416998,449.7012077424,0.00119620004651219,449.7012077424,0.000991208017710103,449.7012077424,0.000586547370274508,449.7012077424,0.000621616514460359
450.0808264686,0.000500163882201541,450.0808264686,0.000380672712862484,450.0808264686,0.00128610906882141,450.0808264686,0.00080476975062136,450.0808264686,0.0013666185306174,450.0808264686,0.000991208017710103,450.0808264686,0.0006152318454803,450.0808264686,0.000672007427315148
450.46039754,0.000539612325799877,450.46039754,0.000377293665601908,450.46039754,0.00135812128408826,450.46039754,0.000860063112625325,450.46039754,0.0014423600791086,450.46039754,0.00101021322634669,450.46039754,0.000665981301613624,450.46039754,0.000702065164807478
