-17989.3682418019,1.31630069124786e-14
-17985.6110638065,1.14642176413352e-14
-17981.8538858111,8.55931846417761e-15
-17978.0967078158,1.32757948957301e-14
-17974.3395298204,1.68007993209344e-14
-17970.5823518251,9.81862355811447e-15
-17966.8251738297,7.41883938089624e-15
-17963.0679958343,4.55031787588014e-15
-17959.310817839,1.22782898186626e-14
-17955.5536398436,1.2807192773751e-14
-17951.7964618482,1.33705170509396e-14
-17948.0392838529,1.59247237785944e-14
-17944.2821058575,5.94548380933492e-15
-17940.5249278621,7.24806369935206e-15
-17936.7677498668,1.24262523625098e-14
-17933.0105718714,9.21207236088719e-15
-17929.2533938761,6.85063916342815e-15
-17925.4962158807,1.07052344963337e-14
-17921.7390378853,1.10696912053501e-14
-17917.98185989,1.91756390551641e-14
-17914.2246818946,1.78963118467492e-14
-17910.4675038992,1.10358416706482e-14
-17906.7103259039,8.64737892947289e-15
-17902.9531479085,1.72976407196418e-14
-17899.1959699131,1.47211893711797e-14
-17895.4387919178,7.29479672159003e-15
-17891.6816139224,1.2154153196622e-14
-17887.9244359271,1.62601162488093e-14
-17884.1672579317,2.14065620498926e-14
-17880.4100799363,1.53987680727521e-14
-17876.652901941,8.46101581216861e-15
-17872.8957239456,7.17383220104103e-15
-17869.1385459502,3.93137217725407e-15
-17865.3813679549,1.00179656978947e-14
-17861.6241899595,1.05745201095436e-14
-17857.8670119641,8.75380343159562e-15
-17854.1098339688,1.3927072432754e-14
-17850.3526559734,1.03696771296238e-14
-17846.5954779781,8.01084446135728e-15
-17842.8382999827,1.42381362567379e-14
-17839.0811219873,1.45758531283473e-14
-17835.323943992,1.24756872234741e-14
-17831.5667659966,1.1557414232099e-14
-17827.8095880012,1.350004060235e-14
-17824.0524100059,1.44313892442691e-14
-17820.2952320105,1.70096088365e-14
-17816.5380540151,1.42000640155513e-14
-17812.7808760198,7.28892855950569e-15
-17809.0236980244,5.35514435423821e-15
-17805.2665200291,2.43737025664343e-15
-17801.5093420337,6.01613344608889e-15
-17797.7521640383,1.10289666150908e-14
-17793.994986043,1.48973848579371e-14
-17790.2378080476,1.44455786252925e-14
-17786.4806300522,8.50570796002198e-15
-17782.7234520569,1.34561283464542e-14
-17778.9662740615,1.57445597961789e-14
-17775.2090960661,1.28202681581381e-14
-17771.4519180708,1.27339331026964e-14
-17767.6947400754,9.69718257851235e-15
-17763.93756208,8.11656727647586e-15
-17760.1803840847,7.61433780401612e-15
-17756.4232060893,1.02943053535908e-14
-17752.666028094,1.3234004460769e-14
-17748.9088500986,1.62770525635921e-14
-17745.1516721032,1.93810475163425e-14
-17741.3944941079,1.33240887896936e-14
-17737.6373161125,1.12732776643504e-14
-17733.8801381171,1.97324817572375e-14
